TITLE,USER RATING,GENRES,CAST
Spider-Man: Across the Spider-Verse,84.0,"['Animation', 'Action', 'Adventure', 'Science Fiction']","['Shameik Moore', 'Hailee Steinfeld', 'Jason Schwartzman', 'Oscar Isaac', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Issa Rae', 'Karan Soni', 'Shea Whigham', 'Greta Lee', 'Amandla Stenberg', 'Jharrel Jerome', 'Andy Samberg', 'Jack Quaid', 'Rachel Dratch', 'Ziggy Marley', 'Jorma Taccone', 'Daniel Kaluuya', 'Mahershala Ali', 'J.K. Simmons', 'Donald Glover', 'Elizabeth Perkins', 'Kathryn Hahn', 'Ayo Edebiri', 'Nicole Delaney', 'Antonina Lentini', 'Atsuko Okatsuka', 'Peter Sohn', 'Melissa Sturm', 'Lorraine Velez', 'Nic Novicki', 'Taran Killam', 'Metro Boomin', 'Josh Keaton', 'Sofia Barclay', 'Danielle Perez', 'Yuri Lowenthal', 'Rita Rani Ahuja', 'Ismail Bashey', 'Oscar Camacho', 'Freddy Ferrari', 'Kerry Gutierrez', 'Kamal Khan', 'Angelo Sekou Kouyate', 'Andrew Leviton', 'David Michie', 'Sumit Naig', 'Juan Pacheco', 'Chrystee Pharris', 'Ben Pronsky', 'Al Rodrigo', 'Stan Sellers', 'Warren Sroka', 'Jasper Johannes Andrews', 'Gredel Berrios Calladine', 'Natalia Castellanos', 'Russell Tyre Francis', 'Deepti Gupta', 'Sohm Kapila', 'Pradnya Kuwadekar', 'Ashley London', 'Christopher Miller', 'Andrea Navedo', 'Lakshmi Patel', 'Jacqueline Pinol', 'Eliyas Qureshi', 'Lashana Rodriguez', 'Jaswant Dev Shrestha', 'Libby Thomas Dickey', 'Jason Linere-White', 'Sitara Attaie', 'Mayuri Bhandari', 'June Christopher', 'Michelle Jubilee Gonzalez', 'Marabina Jaimes', 'Rez Kempton', 'Lex Lang', 'Phil Lord', 'Richard Miro', 'Doug Nicholas', ""Shakira Ja'nai Paye"", 'James Pirri', 'Marley Ralph', 'Michelle Ruff', 'Dennis Singletary', 'Amanda Troop', 'Ruth Zalduondo', 'Kimberly Bailey', 'Sanjay Chandani', 'Melanie Duke', 'Jorge R. Gutierrez', 'Miguel Jiron', 'Deepti Kingra-Mickelsen', 'Luisa Leschin', 'Caitlin McKenna', 'Andrew Morgado', 'Arthur Ortiz', 'Eliana A. Perez', 'Juan Pope', 'Mike Rianda', 'Erika Scopelli', 'Narender Sood', 'Cedric L. Williams', 'Kimiko Glenn', 'Peggy Lu', 'Andrew Garfield', 'Denis Leary', 'Tobey Maguire', 'Cliff Robertson', 'Alfred Molina', 'Post Malone']"
The Survivor,72.15,"['History', 'Action', 'Drama']","['Ben Foster', 'Billy Magnussen', 'Vicky Krieps', 'Peter Sarsgaard', 'Saro Emirze', 'Danny DeVito', 'John Leguizamo', 'Dar Zuzovsky', 'Laurent Papot', 'Paul Bates', 'Svetlana Kundish', 'Sonya Cullingford', 'Michael Epp', 'Erik Contzius', 'Kingston Vernes', 'Sophie Knapp', 'Zachary Golinger', 'Charles Brice', 'Scott Alexander Young', 'John Guerrasio', 'Pablo Raybould', 'Amalina Ace', 'Bálint Magyar', 'Márk Szekulesz', 'Aaron Serotsky', 'Miklós Kapácsy', 'Andrew Hefler', 'Kristóf Widder', 'Patrick McCullough', 'Peter Linka', 'Hans Peterson', 'Katia Bokor', 'Stephen Saracco', 'Björn Freiberg', 'Nikos Brisco', 'Alan Jouban', 'Adam Zambryzcki', 'András Kovács', 'Gábor Czap', 'Anthony Molinari', 'Erdei Zsolt']"
Spider-Man: No Way Home,80.0,"['Action', 'Adventure', 'Science Fiction']","['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori', 'Marisa Tomei', 'Andrew Garfield', 'Tobey Maguire', 'Angourie Rice', 'Arian Moayed', 'Paula Newsome', 'Hannibal Buress', 'Martin Starr', 'J.B. Smoove', 'J.K. Simmons', 'Rhys Ifans', 'Charlie Cox', 'Thomas Haden Church', 'Emily Fong', 'Mary Rivera', 'Rudy Eisenzopf', 'Kathleen Cardoso', 'Jonathan Sam', 'Andrew Dunlap', 'Ben VanderMey', 'Zany Dunlap', 'B. Clutch Dunlap', 'Minnah Dunlap', 'Gary Weeks', 'Gregory Konow', 'Carol Anne Dines', 'Anisa Nyell Johnson', 'Willie Burton', 'Mallory Hoff', 'Greg Clarkson', 'Regina Ting Chen', 'Robert Mitchel Owenby', 'Glenn Keogh', 'Paris Benjamin', 'Jwaundace Candece', 'Taylor St. Clair', 'Gabriella Cila', 'Darnell Appling', 'Rolando Fernandez', 'Edward Force', 'Michael Le', 'Dean Meminger', 'Frederick A. Brown', 'Cristo Fernández', 'Clay Savage', 'Tom Hardy', 'Jake Gyllenhaal', 'Jay Karales', 'Gina Aponte', 'John Barnes', 'Harry Holland', 'Haroon Khan']"
172 Days,45.0,"['Drama', 'Romance']","['Yasmin Napper', 'Bryan Domani', 'Abun Sungkar', 'Yoriko Angeline', 'Amara Sophie', 'Meisya Siregar', 'Messi Gusti', 'Oki Setiana Dewi', 'Cindy Fatika Sari', 'Tengku Firmansyah', 'Ridwan Ghani', 'Adhitya Putri', 'Hamas Syahid', 'Alfie Alfandy', 'Uli Herdinansyah', 'Nadzira Shafa', 'Lula Kamal', 'M. N. Qomaruddin']"
Mega Lightning,42.31,"['Action', 'Horror', 'Science Fiction']","['May Kelly', 'Kelly Rian Sanson', 'Gillian Broderick', 'Chris Cordell', 'Richard Kovacs', 'Maria Taylor', 'Karl Hughes', 'Lauren Staerck', 'Marcus Massey', 'Kate Awcock', 'Julie Stevens']"
Dragon Ball: Mystical Adventure,67.56,"['Action', 'Animation']","['Masako Nozawa', 'Hiromi Tsuru', 'Mayumi Tanaka', 'Kōhei Miyauchi', 'Hirotaka Suzuoki', 'Hiroko Emori', 'Toru Furuya', 'Mitsuko Horie', 'Banjo Ginga', 'Mami Koyama', 'Naoki Tatsuta', 'Chikao Ohtsuka', 'Naoko Watanabe', 'Toshio Furukawa', 'Daisuke Gori', 'Ichiro Nagai', 'Kenji Utsumi', 'Shin Aomori', 'Seiko Nakano', 'Eiko Yamada', 'Shigeru Chiba', 'Tessyo Genda', 'Joji Yanami', 'Hirohiko Kakegawa', 'Masato Hirano', 'Hiroyuki Satou']"
Indiana Jones and the Dial of Destiny,66.77,"['Adventure', 'Action']","['Harrison Ford', 'Phoebe Waller-Bridge', 'Mads Mikkelsen', 'Boyd Holbrook', 'Olivier Richters', 'Ethann Isidore', 'Toby Jones', 'Antonio Banderas', 'Karen Allen', 'John Rhys-Davies', 'Shaunette Renée Wilson', 'Thomas Kretschmann', 'Martin McDougall', 'Alaa Safi', 'Francis Chapman', 'Alfonso Rosario Mandia', 'Chase Brown', 'Nasser Memarzia', 'Amedeo Bianchimano', 'Anna Francolini', 'Gabby Wong', 'Adolfo Margiotta', 'Niccolo Cancellieri', 'Antonio Iorio', 'Manuel Klein', 'Holly Lawton', 'Guy Paul', 'Harriet Slater', 'Alton Fitzgerald White', 'Ian Porter', 'Daniel Anderson', 'Cory Peterson', 'Charles Hagerty', 'Ali Saleh', 'Amara Khan', 'Jill Winternitz', 'Billy Postlethwaite', 'Clara Greco', 'Joe Gallina', 'Nicholas Bendall', 'Thulani Storm', 'Edoardo Strano', 'Angelo Spagnoletti', 'Hicham Ouaraqa', 'Adil Louchgui', 'David Mills', 'Rhyanna Alexander-Davis', 'Gary Fannin', 'Gunnar Cauthery', 'Aron von Andrian', 'Nikola Trifunovic', 'Henry Garrett', 'Elena Saurel', 'Mike Massa', 'Anthony Ingruber', 'Christian Sacha Mehja-Stokes', 'Angus Yellowlees', 'Matthew Staite', 'Corrado Invernizzi', 'Joerg Stadler', 'Thorston Manderlay', 'Basil Eidenbenz', 'Johann Heske', 'Joshua Broadstone', 'Bruce Lester-Johnson', 'Martin Sherman', 'Allon Sylvain', 'William Meredith', 'Kate Doherty', 'Duran Fulton Brown', 'Eliza Mae Kyffin', 'Mauro Cardinali', 'Mark Killeen', 'Bharat Doshi', 'Aïssam Bouali', 'Douglas Robson', 'Mohammed R. Kamel', 'Bryony Miller', 'Tiwa Lade', 'Brodie Husband', 'Hannah Onslow']"
Retribution,69.93,"['Action', 'Thriller', 'Crime']","['Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell', 'Jack Champion', 'Arian Moayed', 'Embeth Davidtz', 'Matthew Modine', 'Emily Kusche', 'Luca Márkus', 'Bernhard Piesk', 'Michael S. Ruscheinsky', 'Antonije Stankovic', 'Christian Koerner', 'Gerhard Elfers', 'Tine Gerhäeusser', 'Peter Miklusz', 'Luc Etienne', 'Nedy John Cross', 'Daniel Grave']"
The Nun II,69.1,"['Horror', 'Mystery', 'Thriller']","['Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell', 'Bonnie Aarons', 'Katelyn Rose Downey', 'Suzanne Bertish', ""Léontine d'Oncieu"", 'Anouk Darwin Homewood', 'Peter Hudson', 'Tamar Baruch', 'Natalia Safran', 'Maxime Elias-Menet', 'Pascal Aubert', 'Alexandra Gentil', 'Florence Mestais', 'Margaux Borel', 'Viviana Moin', 'Renata Palminiello', 'Fulvia Patrizia Olivieri', 'Camille Amiel', 'Margot Morris', 'Gaël Raës', 'Sarah Pachoud', 'Lieve Carchon', 'David Horovitch', 'Paul Spera', 'Kate Colebrook', 'Margot Bernazzi', 'Grégory Di Meglio', 'Delcho Koprivshki', 'Philippe Josserand', 'Aaron-Jon North', 'Andrew Morgado', 'Patrick Wilson', 'Vera Farmiga']"
Believer 2,70.85,"['Crime', 'Action', 'Thriller']","['Cho Jin-woong', 'Cha Seung-won', 'Han Hyo-joo', 'Oh Seung-hoon', 'Kim Dong-young', 'Lee Joo-young', 'Jung Jun-won', 'Kang Seung-hyun', 'Jo Han-chul', 'Lee Sang-hee', 'Choi Gwang-il', 'Park Hae-jun', 'Yang Ik-june', 'Tzi Ma', 'Byun Yo-han', 'Jun Suk-ho']"
